family,species,unique_id,year_s,year_e,year_range,times_visited_annual_scale,latitude_mean,abs_latitude_mean,longitude_mean,spatial_pos,thermal_pos,slope,se_slope,r.squared,shift_of_min_sm,mean_shift,habitat,Vulnerability,sqrt_n,study_id,temporal_mismatch,bt_bs_dist_of_min_sm,BioShifts_prab,BioShifts_quality,BioShifts_ref,slope_pois,se_slope_pois,cv_pop,ln_ratio_fitted,inverse_se_pois,sqrt_inverse_se_pois,ABUNDANCE_TYPE,commercial_two_level
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 236,1937,1972,36,10,59.17054,59.17054,10.44571,0.171151717,-0.16734751,0.001306058,0.026373522,0.000306454,5.469,5.469,b,42.42,3.16227766,428,-41,1616.581093,OCCUR,LOW,57,0.0006,0.017225,47.35375838,0.006207493,58.05515239,7.619393178,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 237,1974,2015,42,31,59.17,59.17,10.4495,0.171136027,-0.16734751,-0.035551602,0.012840616,0.209068082,5.469,5.469,b,42.42,5.567764363,428,-4,1616.683346,OCCUR,LOW,57,-0.0148,0.008842,40.2578672,-0.147948029,113.0965845,10.63468779,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 238,1937,2015,79,52,59.17119,59.17119,10.45102,0.171170603,-0.16734751,0.014090478,0.006684823,0.081607476,5.469,5.469,b,42.42,7.211102551,428,-41,1616.83953,OCCUR,LOW,57,0.0054,0.004389,37.91784405,0.054460823,227.8423331,15.0944471,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 239,1937,1970,34,12,59.17119,59.17119,10.45102,0.171170603,-0.16734751,0.004221742,0.035152226,0.001440296,5.469,5.469,b,42.42,3.464101615,428,-41,1616.83953,OCCUR,LOW,57,0.0013,0.020185,31.49183286,0.013268321,49.54173892,7.03858927,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 24,1934,1948,15,4,58.099,58.099,8.211,0.140017383,-0.15734246,-0.061099796,0.101751495,0.152749491,5.469,5.469,b,42.42,2,428,-44,1441.510775,OCCUR,LOW,57,-0.0263,0.087116,40,-0.262750906,11.47894761,3.388059564,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 249,1936,1966,31,20,59.5313,59.5313,10.2687,0.181633848,-0.177230593,0.010703753,0.02658843,0.008923219,5.469,5.469,b,42.42,4.472135955,428,-42,1639.723066,OCCUR,LOW,57,0.0047,0.015963,43.49207027,0.04696751,62.64486625,7.914850994,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 25,1929,1949,21,5,58.099,58.099,8.211,0.140017383,-0.15734246,0.008534611,0.071167258,0.004770992,5.469,5.469,b,42.42,2.236067977,428,-49,1441.510775,OCCUR,LOW,57,0.0021,0.046035,24.84519975,0.021197861,21.72260237,4.660751266,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 250,1936,1963,28,9,59.5313,59.5313,10.2687,0.181633848,-0.177230593,0.051730859,0.032066343,0.27102761,5.469,5.469,b,42.42,3,428,-42,1639.723066,OCCUR,LOW,57,0.0262,0.022315,52.48906592,0.261573913,44.81290612,6.694244253,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 251,1936,2014,79,57,59.53397,59.53397,10.25998,0.181711426,-0.177230593,-0.01024151,0.006248503,0.046569583,5.469,5.469,b,42.42,7.549834435,428,-42,1639.621609,OCCUR,LOW,57,-0.0042,0.003906,41.02264183,-0.041950273,256.016385,16.00051202,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 252,1936,2015,80,64,59.53452,59.53452,10.25967,0.181727407,-0.177230593,-0.008281221,0.00621962,0.027798766,5.469,5.469,b,42.42,8,428,-42,1639.65608,OCCUR,LOW,57,-0.0034,0.003883,41.35334996,-0.034106888,257.5328354,16.04782962,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 253,1937,2013,77,50,59.54652,59.54652,10.25008,0.182076075,-0.177230593,-0.002170368,0.007048343,0.001971489,5.469,5.469,b,42.42,7.071067812,428,-41,1640.303629,OCCUR,LOW,57,-0.001,0.004341,44.3590371,-0.009613297,230.3616678,15.17767004,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 254,1936,2015,80,51,59.55585,59.55585,10.24165,0.182347165,-0.17710388,-0.010441713,0.006782934,0.046131822,5.469,5.469,b,42.42,7.141428429,428,-42,1640.771832,OCCUR,LOW,57,-0.0053,0.004539,50.57252477,-0.052532069,220.3128442,14.8429392,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 255,1987,2014,28,22,59.5323,59.5323,10.3088,0.181662903,-0.177230593,-0.013315776,0.025660397,0.013285193,5.469,5.469,b,42.42,4.69041576,428,9,1641.301968,OCCUR,LOW,57,-0.0083,0.019485,61.91827261,-0.082601896,51.32152938,7.163904618,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 256,1984,2014,31,20,59.51737,59.51737,10.32378,0.181229102,-0.177230593,-0.017433957,0.023272501,0.030234316,5.469,5.469,b,42.42,4.472135955,428,6,1640.61547,OCCUR,LOW,57,-0.0071,0.015491,40.46513191,-0.071227872,64.55361177,8.034526232,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 257,1938,2015,78,37,59.52233,59.52233,10.33523,0.181373218,-0.178739536,0.001783208,0.007732995,0.001516984,5.469,5.469,b,42.42,6.08276253,428,-40,1641.457351,OCCUR,LOW,57,0.0009,0.005421,52.73626666,0.009383955,184.4678104,13.58189274,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 258,1936,1990,55,22,59.52257,59.52257,10.3378,0.181380191,-0.178739536,0.008999437,0.014890543,0.01793575,5.469,5.469,b,42.42,4.69041576,428,-42,1641.573482,OCCUR,LOW,57,0.0043,0.009985,48.54919458,0.043469591,100.1502253,10.00750845,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 259,1936,1982,47,38,59.53153,59.53153,10.37063,0.18164053,-0.178739536,-0.023279736,0.012233085,0.091401561,5.469,5.469,b,42.42,6.164414003,428,-42,1643.548734,OCCUR,LOW,57,-0.0082,0.007095,35.73745758,-0.082441847,140.944327,11.8719976,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 26,1929,1951,23,6,58.099,58.099,8.211,0.140017383,-0.15734246,-0.067572131,0.056292509,0.264827586,5.469,5.469,b,42.42,2.449489743,428,-49,1441.510775,OCCUR,LOW,57,-0.0261,0.060327,34.99271061,-0.261344525,16.57632569,4.071403406,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 260,1936,1996,61,38,59.53136,59.53136,10.37135,0.181635591,-0.178739536,0.024125285,0.008438394,0.185037741,5.469,5.469,b,42.42,6.164414003,428,-42,1643.56152,OCCUR,LOW,57,0.0111,0.0061,45.43344067,0.111177352,163.9344262,12.80368799,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 261,2004,2014,11,8,59.53352,59.53352,10.308,0.181698351,-0.177230593,-0.074550722,0.117749882,0.06262461,5.469,5.469,b,42.42,2.828427125,428,26,1641.373998,OCCUR,LOW,57,-0.0333,0.086356,45.78608056,-0.333339285,11.57997128,3.402935686,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 271,1951,2013,63,15,59.71093,59.71093,10.55467,0.186853121,-0.180665414,-0.013724998,0.013498528,0.073667406,5.469,5.469,b,42.42,3.872983346,428,-27,1665.36878,OCCUR,LOW,57,-0.0082,0.011316,56.89118686,-0.082453841,88.37044892,9.400555777,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 272,1989,2013,25,10,59.76427,59.76427,10.51217,0.188402952,-0.18178047,0.014053797,0.039653692,0.015458389,5.469,5.469,b,42.42,3.16227766,428,11,1668.246346,OCCUR,LOW,57,0.0066,0.030854,47.14045208,0.066420082,32.4107085,5.693040356,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 273,1937,1982,46,33,59.76184,59.76184,10.50215,0.188332346,-0.18178047,0.009868294,0.013694534,0.01647455,5.469,5.469,b,42.42,5.744562647,428,-41,1667.672511,OCCUR,LOW,57,0.0036,0.007758,36.49261957,0.036307435,128.8992008,11.35337839,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 274,1956,2008,53,19,59.76132,59.76132,10.50167,0.188317237,-0.18178047,-0.031119092,0.012015195,0.282942069,5.469,5.469,b,42.42,4.358898944,428,-22,1667.611252,OCCUR,LOW,57,-0.0194,0.01126,57.65172717,-0.193759032,88.80994671,9.423902945,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 276,1997,2013,17,5,59.88512,59.88512,10.58593,0.191914332,-0.186300652,0,0,NA,5.469,5.469,b,42.42,2.236067977,428,19,1681.085295,OCCUR,LOW,57,0,0.073481,0,0,13.60896014,3.689032412,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 277,2000,2014,15,4,59.89143,59.89143,10.6356,0.192097673,-0.186300652,0,0,NA,5.469,5.469,b,42.42,2,428,22,1683.441047,OCCUR,LOW,57,0,0.090258,0,0,11.07935031,3.328565803,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 291,1939,2003,65,24,59.80253,59.80253,10.49978,0.189514622,-0.181117436,-0.005555869,0.013176806,0.008016145,5.469,5.469,b,42.42,4.898979486,428,-39,1670.992487,OCCUR,LOW,57,-0.0033,0.009814,58.97678246,-0.032874296,101.8952517,10.09431779,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 292,1948,2015,68,31,59.80375,59.80375,10.49485,0.18955007,-0.181117436,-0.00048548,0.010036117,8.07E-05,5.469,5.469,b,42.42,5.567764363,428,-30,1670.913095,OCCUR,LOW,57,-0.0002,0.007038,46.36186146,-0.002251782,142.0858198,11.91997566,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 293,1949,2011,63,35,59.80548,59.80548,10.49725,0.189600337,-0.181117436,-0.005219046,0.009868967,0.008403493,5.469,5.469,b,42.42,5.916079783,428,-29,1671.146531,OCCUR,LOW,57,-0.0026,0.007094,49.67362983,-0.026056011,140.9641951,11.87283433,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 294,1969,2015,47,25,59.8555,59.8555,10.5538,0.191053702,-0.183413392,-0.042188137,0.013999825,0.283065581,5.469,5.469,b,42.42,5,428,-9,1677.421123,OCCUR,LOW,57,-0.0203,0.012086,45.64354646,-0.202501528,82.74036075,9.096172863,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 295,1947,2014,68,21,59.8608,59.8608,10.55338,0.191207698,-0.183413392,0.004767642,0.010891546,0.009984279,5.469,5.469,b,42.42,4.582575695,428,-31,1677.84996,OCCUR,LOW,57,0.0024,0.00808,50.46171046,0.024178354,123.7623762,11.12485399,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 296,1962,2015,54,27,59.86135,59.86135,10.56587,0.191223678,-0.183413392,-0.016277185,0.012815443,0.060616945,5.469,5.469,b,42.42,5.196152423,428,-16,1678.355464,OCCUR,LOW,57,-0.0091,0.009745,55.18047792,-0.090812666,102.6167265,10.12999144,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 298,1936,1959,24,5,59.822,59.822,10.57,0.190080337,-0.18178047,0.039203046,0.059813766,0.125255624,5.469,5.469,b,42.42,2.236067977,428,-42,1675.21273,OCCUR,LOW,57,0.0164,0.050316,39.12303982,0.164434507,19.87439383,4.45807064,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 299,1938,1960,23,9,59.822,59.822,10.57,0.190080337,-0.18178047,-0.000673432,0.050159846,2.57E-05,5.469,5.469,b,42.42,3,428,-40,1675.21273,OCCUR,LOW,57,-0.0003,0.039027,50.29498781,-0.003385887,25.62328644,5.061944927,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 3,1927,2008,82,33,58.07802,58.07802,7.782073,0.139407794,-0.158105589,0.008313767,0.007108681,0.042257585,5.469,5.469,b,42.42,5.744562647,428,-51,1423.64862,OCCUR,LOW,57,0.0039,0.005003,45.18443985,0.038521294,199.880072,14.13789489,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 30,1933,1964,32,12,58.15401,58.15401,8.241428,0.141615736,-0.15734246,-0.008387525,0.026995387,0.009561283,5.469,5.469,b,42.42,3.464101615,428,-45,1447.350824,OCCUR,LOW,57,-0.0033,0.019082,39.14948523,-0.03279843,52.40540824,7.239157979,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 300,1938,1958,21,5,59.822,59.822,10.57,0.190080337,-0.18178047,-0.106568457,0.042290945,0.679138796,5.469,5.469,b,42.42,2.236067977,428,-40,1675.21273,OCCUR,LOW,57,-0.0599,0.052212,55.90169944,-0.59861114,19.15268521,4.376378092,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 301,1952,1960,9,5,59.822,59.822,10.57,0.190080337,-0.18178047,0.156284321,0.166435265,0.227150538,5.469,5.469,b,42.42,2.236067977,428,-26,1675.21273,OCCUR,LOW,57,0.1068,0.105572,63.8876565,1.067562541,9.47220854,3.077695329,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 302,1950,1959,10,3,59.822,59.822,10.57,0.190080337,-0.18178047,-0.201492537,0.064628761,0.906716418,5.469,5.469,b,42.42,1.732050808,428,-28,1675.21273,OCCUR,LOW,57,-0.0948,0.101774,50,-0.947595363,9.82569222,3.134596022,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 303,1938,1961,24,10,59.822,59.822,10.57,0.190080337,-0.18178047,0.014082971,0.04864967,0.010366051,5.469,5.469,b,42.42,3.16227766,428,-40,1675.21273,OCCUR,LOW,57,0.0086,0.036806,60.38073644,0.08584416,27.16948324,5.212435442,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 304,1938,1960,23,7,59.822,59.822,10.57,0.190080337,-0.18178047,-0.021194547,0.053985647,0.029904472,5.469,5.469,b,42.42,2.645751311,428,-40,1675.21273,OCCUR,LOW,57,-0.0138,0.036638,65.42231191,-0.138214837,27.29406627,5.224372333,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 305,1937,1960,24,6,59.822,59.822,10.57,0.190080337,-0.18178047,0.050146642,0.054546907,0.174435368,5.469,5.469,b,42.42,2.449489743,428,-41,1675.21273,OCCUR,LOW,57,0.0349,0.04214,63.2455532,0.349495607,23.7304224,4.871388139,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 307,1951,1961,11,4,59.822,59.822,10.57,0.190080337,-0.18178047,-0.147814036,0.12221937,0.422413793,5.469,5.469,b,42.42,2,428,-27,1675.21273,OCCUR,LOW,57,-0.0611,0.094705,40.82482905,-0.611458065,10.55910459,3.249477587,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 308,1948,1960,13,5,59.822,59.822,10.57,0.190080337,-0.18178047,-0.156256951,0.084568167,0.532273919,5.469,5.469,b,42.42,2.236067977,428,-30,1675.21273,OCCUR,LOW,57,-0.0549,0.067215,38.03000121,-0.549005197,14.87763148,3.857153287,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 309,2002,2012,11,6,59.88955,59.88955,10.5893,0.192043049,-0.186300652,0.128920513,0.110870392,0.252631579,5.469,5.469,b,42.42,2.449489743,428,24,1681.580471,OCCUR,LOW,57,0.0789,0.100231,61.23724357,0.789188584,9.976953238,3.158631545,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 31,1926,2015,90,61,58.155,58.155,8.243148,0.141644501,-0.15734246,0.010428412,0.005558707,0.056295383,5.469,5.469,b,42.42,7.810249676,428,-52,1447.500182,OCCUR,LOW,57,0.0038,0.003596,36.33581378,0.038257426,278.0867631,16.67593365,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 32,1987,2015,29,21,58.15523,58.15523,8.245372,0.141651184,-0.15734246,-0.061024363,0.023382384,0.263887815,5.469,5.469,b,42.42,4.582575695,428,9,1447.603733,OCCUR,LOW,57,-0.0301,0.019349,47.54093622,-0.300717055,51.68225748,7.189037313,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 321,1936,2012,77,33,59.70197,59.70197,10.63213,0.186592782,-0.180949864,-0.014295504,0.00762976,0.101724381,5.469,5.469,b,42.42,5.744562647,428,-42,1667.511435,OCCUR,LOW,57,-0.0066,0.005571,46.77071733,-0.066352689,179.5009873,13.39779785,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 322,1936,2012,77,30,59.69943,59.69943,10.62807,0.186518981,-0.180949864,-0.014974654,0.007728434,0.118230039,5.469,5.469,b,42.42,5.477225575,428,-42,1667.148639,OCCUR,LOW,57,-0.0074,0.005647,50.81822655,-0.074296833,177.085178,13.30733549,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 324,1938,1967,30,3,59.68471,59.68471,10.62319,0.186091281,-0.180949864,0,0,NA,5.469,5.469,b,42.42,1.732050808,428,-40,1665.743112,OCCUR,LOW,57,0,0.048679,0,0,20.54273917,4.532409863,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 326,1938,2015,78,37,59.63838,59.63838,10.63998,0.184745131,-0.182300614,-0.006434953,0.006934794,0.02401047,5.469,5.469,b,42.42,6.08276253,428,-40,1662.528281,OCCUR,LOW,57,-0.0036,0.004877,55.13977749,-0.035568199,205.0440845,14.31936048,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 327,1936,2015,80,45,59.63682,59.63682,10.6426,0.184699804,-0.182300614,-0.001410604,0.007388885,0.000846869,5.469,5.469,b,42.42,6.708203932,428,-42,1662.497443,OCCUR,LOW,57,-0.0006,0.004989,44.24436597,-0.006223843,200.4409701,14.15771769,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 328,1963,1975,13,4,59.676,59.676,10.568,0.185838206,-0.180665414,-0.033308669,0.11776393,0.038461538,5.469,5.469,b,42.42,2,428,-15,1662.956543,OCCUR,LOW,57,-0.0193,0.069647,57.73502692,-0.192881466,14.35812023,3.789211031,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 329,1936,1959,24,5,59.676,59.676,10.568,0.185838206,-0.180665414,0.074285714,0.044385448,0.482857143,5.469,5.469,b,42.42,2.236067977,428,-42,1662.956543,OCCUR,LOW,57,0.0365,0.037495,50,0.364652451,26.6702227,5.164322095,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 341,1936,2014,79,22,59.17545,59.17545,10.81703,0.17129438,-0.168423531,0.001008707,0.008044262,0.000785572,5.469,5.469,b,42.42,4.69041576,428,-42,1631.442276,OCCUR,LOW,57,0.0005,0.006428,44.83951394,0.004533826,155.5693839,12.47274565,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 342,1937,2013,77,18,59.17479,59.17479,10.81742,0.171275204,-0.168423531,0.001057185,0.01134108,0.000542797,5.469,5.469,b,42.42,4.242640687,428,-41,1631.404271,OCCUR,LOW,57,0.0005,0.008552,50.41008303,0.005346384,116.9317119,10.81349675,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 343,1936,2015,80,37,59.17264,59.17264,10.82818,0.171212734,-0.168423531,0.003478063,0.007651163,0.005869422,5.469,5.469,b,42.42,6.08276253,428,-42,1631.653121,OCCUR,LOW,57,0.0017,0.005212,49.56863184,0.017350427,191.8649271,13.85153158,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 344,1936,2015,80,37,59.16548,59.16548,10.83275,0.171004695,-0.167090438,0.014909026,0.008725721,0.07698999,5.469,5.469,b,42.42,6.08276253,428,-42,1631.254757,OCCUR,LOW,57,0.0073,0.006374,46.52296506,0.073476725,156.8873549,12.52546825,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 345,1937,2015,79,36,59.16566,59.16566,10.83622,0.171009925,-0.168203405,0.007515304,0.007573585,0.028145718,5.469,5.469,b,42.42,6,428,-41,1631.405678,OCCUR,LOW,57,0.0039,0.005723,49.99824966,0.038718737,174.7335314,13.21868115,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 346,1946,1984,39,7,59.10441,59.10441,10.84018,0.169230264,-0.168203405,0.016530647,0.035931463,0.040611983,5.469,5.469,b,42.42,2.645751311,428,-32,1626.626754,OCCUR,LOW,57,0.0098,0.029803,58.79447358,0.098020434,33.55366909,5.7925529,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 347,1986,2013,28,12,59.10517,59.10517,10.83717,0.169252346,-0.168203405,-0.012641261,0.034329024,0.013378532,5.469,5.469,b,42.42,3.464101615,428,8,1626.56901,OCCUR,LOW,57,-0.0068,0.025601,53.25752188,-0.067502576,39.06097418,6.249877933,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 348,1936,2015,80,18,59.10484,59.10484,10.83762,0.169242758,-0.168203405,0.004813087,0.009933274,0.014461596,5.469,5.469,b,42.42,4.242640687,428,-42,1626.56023,OCCUR,LOW,57,0.0024,0.0082,48.79330522,0.023835318,121.9512195,11.04315261,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 349,1968,2013,46,12,59.10467,59.10467,10.83589,0.169237819,-0.168203405,-0.003979827,0.022807364,0.003035693,5.469,5.469,b,42.42,3.464101615,428,-10,1626.478221,OCCUR,LOW,57,-0.0019,0.015575,47.67312946,-0.019187325,64.20545746,8.012830802,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 350,1946,1959,14,4,59.14,59.14,10.851,0.170264356,-0.168203405,0,0,NA,5.469,5.469,b,42.42,2,428,-32,1629.91879,OCCUR,LOW,57,0,0.098652,0,0,10.13664193,3.183809343,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 351,1939,1962,24,4,59.14,59.14,10.851,0.170264356,-0.168203405,0.071485306,0.047017152,0.536139793,5.469,5.469,b,42.42,2,428,-39,1629.91879,OCCUR,LOW,57,0.0507,0.050207,66.66666667,0.506980268,19.91754138,4.462907279,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 352,1959,1962,4,3,59.14,59.14,10.851,0.170264356,-0.168203405,-0.618589574,0.214285714,0.892857143,5.469,5.469,b,42.42,1.732050808,428,-19,1629.91879,OCCUR,LOW,57,-0.2594,0.394293,43.30127019,-2.594246994,2.53618502,1.59254043,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 361,1937,1964,28,8,59.14,59.14,10.851,0.170264356,-0.168203405,0.041114222,0.03699631,0.170698121,5.469,5.469,b,42.42,2.828427125,428,-41,1629.91879,OCCUR,LOW,57,0.0244,0.031254,56.37694654,0.244070894,31.99590452,5.656492246,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 362,1939,1964,26,6,59.14,59.14,10.851,0.170264356,-0.168203405,-0.056049124,0.04297821,0.298338195,5.469,5.469,b,42.42,2.449489743,428,-39,1629.91879,OCCUR,LOW,57,-0.0239,0.029486,45.37809601,-0.239124697,33.91440005,5.823607134,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 363,1939,2015,77,11,59.77635,59.77635,10.7113,0.188753944,-0.18232879,0.015497934,0.011634411,0.164688958,5.469,5.469,b,42.42,3.31662479,428,-39,1676.647766,OCCUR,LOW,57,0.0109,0.011469,60.44815331,0.109231005,87.19155986,9.337642093,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 364,1955,2011,57,8,59.77758,59.77758,10.70972,0.188789683,-0.18232879,0,0,NA,5.469,5.469,b,42.42,2.828427125,428,-23,1676.691098,OCCUR,LOW,57,0,0.021139,0,0,47.30592743,6.877930461,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 365,1950,1961,12,6,59.77758,59.77758,10.70972,0.188789683,-0.18232879,-0.067569265,0.109409719,0.08705088,5.469,5.469,b,42.42,2.449489743,428,-28,1676.691098,OCCUR,LOW,57,-0.0358,0.074902,53.62865892,-0.357910553,13.35077835,3.653871693,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 366,1951,2015,65,8,59.75235,59.75235,10.71508,0.188056608,-0.18232879,-0.019619094,0.011411933,0.33002497,5.469,5.469,b,42.42,2.828427125,428,-27,1674.795253,OCCUR,LOW,57,-0.0107,0.00993,56.37694654,-0.106950047,100.7049345,10.03518483,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 367,1997,2013,17,13,59.7656,59.7656,10.71243,0.188441596,-0.18232879,0.025225244,0.054807468,0.018893599,5.469,5.469,b,42.42,3.605551275,428,19,1675.796685,OCCUR,LOW,57,0.0101,0.041555,40.26555839,0.101230083,24.06449284,4.905557343,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 368,1999,2014,16,3,59.85213,59.85213,10.68732,0.190955785,-0.183861845,-0.117861445,0.062130178,0.782544379,5.469,5.469,b,42.42,1.732050808,428,21,1682.066748,OCCUR,LOW,57,-0.0517,0.083644,43.30127019,-0.516634219,11.95543016,3.457662528,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 369,1997,2015,19,8,59.88758,59.88758,10.73198,0.191985809,-0.183861845,-0.004767003,0.058556359,0.001103347,5.469,5.469,b,42.42,2.828427125,428,19,1686.676307,OCCUR,LOW,57,-0.0018,0.048457,37.03280399,-0.017631827,20.63685329,4.542780348,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 381,1924,1961,38,4,59.351,59.351,10.583,0.176395107,-0.174891007,0,0,NA,5.469,5.469,b,42.42,2,428,-54,1636.661193,OCCUR,LOW,57,0,0.035207,0,0,28.4034425,5.329488015,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 382,1938,1961,24,3,59.351,59.351,10.583,0.176395107,-0.174891007,0.033787439,0.070841889,0.185318275,5.469,5.469,b,42.42,1.732050808,428,-40,1636.661193,OCCUR,LOW,57,0.0156,0.051454,43.30127019,0.15587158,19.434835,4.408495775,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 385,1933,1959,27,4,59.351,59.351,10.583,0.176395107,-0.174891007,0.004633217,0.051616427,0.004012483,5.469,5.469,b,42.42,2,428,-45,1636.661193,OCCUR,LOW,57,0.0018,0.034502,38.49001795,0.017843337,28.98382702,5.383662975,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 4,1992,2015,24,11,58.0717,58.0717,7.778983,0.139224162,-0.158105589,-0.021901646,0.040232929,0.031877056,5.469,5.469,b,42.42,3.31662479,428,14,1422.987318,OCCUR,LOW,57,-0.0127,0.031177,56.49210586,-0.127035997,32.07492703,5.663473054,Count,High commercial value
Pleuronectidae,Platichthys flesus,Platichthys flesus 428 403,1927,1934,8,3,59.351,59.351,10.583,0.176395107,-0.174891007,0.034883721,0.261821634,0.01744186,5.469,5.469,b,42.42,1.732050808,428,-51,1636.661193,OCCUR,LOW,57,0.0178,0.134647,50,0.177729923,7.426827185,2.725220576,Count,High commercial value
